title,user,sentence,score
범죄도시2,user_9963,"마동석의 타격감 ASMR과 장이수의 한방, 그정도?",5
범죄도시2,user_6507,아니 동석이오빠가 나오는데 어찌 안재밌겠어펀치 한방한방이 하 짜릿그자체 그와중에 엉뚱미 감정표현하는 표정이 미세해서 자세히 보아야 보이는 그매력 모든게만점에 다른 주연조연 어우러짐에 코믹성에 프쇽피셕푸쇽하는 칼도 흐 최고 악역도 연기력 좋고 총맞던칼맞던 으 아프자나 이자식아 할거같은 동석이오빠 피지컬 사랑해요!!,10
범죄도시2,user_7666,코로나땜에 영화다운영화를 보지못했는데간만에 즐겁게 봤습니다 연기자들 모두가 개성있고 연기력이 최고도였습니다진짜 엄청 대박작품입니다~~ 굿굿굿!!!!,10
배드 가이즈,user_8881,지루하고 진부한 순간에 내심 빌리 아일리시 “bad guy”가 나오길 바랐다.,4
야차,user_2370,난재미나던데...나름 속시원하니,10
범죄도시2,user_7170,역시 마동석이네요~^^ 통쾌한 액션에 웃음코드까지 시간 가는줄 모르게 재밌게 봤습니다~ 또 보고 싶네요ㅎ,10
우연과 상상,user_9258,누우려고 눈을 감는데 십대로 돌아가 손 잡고 천진하게 웃는 노조미와 유키의 모습이 선해 가슴이 뛴다. 반가움에 눈물이 .!,8
갓파 쿠와 여름방학을,user_4653,최고의 만화. 별점 더 주고 싶다.,10
범죄도시2,user_9712,속편은 망한다(?) 이 영화만큼은 아님 ㅋㅋㅋ바디블로 막 퍽퍽 꽂을 때마다 속이 다 시원함!!!곳곳에 개그요소도 적절하고 ㅋㅋㅋ3편 4편도 나왔음 좋겠음!!!!,10
범죄도시2,user_8903,너무너무너무 재미있었어요 오랜만에 영화보면서 많이 웃은듯,10
범죄도시2,user_6781,1보다 더 잼있었고 웃음포인트 조았아요 초반에 좀 잔인하긴해서 손가락 사이로봄ㅋㅋ,10
은밀한 유혹,user_3879,남편이 마지막에 찾아와서 하는 말이 참 와닿네요. ,8
범죄도시2,user_8376,너무재미나서 한번더보고싶어요 대전의아들손석구화이팅,10
페이트 스테이 나이트 헤븐즈필 제3장 스프링 송,user_9947,씹뜨억하면 화낸다는게 사실인가요?,1
범죄도시2,user_2542,여자친구랑 오늘 심야 영화로 보았는데 여자친구도 저도 너무너무 재밌게 봤습니다 특히 마동석 형님의 연기가 너무 좋았고 너무 멋있었어요 여자친구도 마동석 형님 너무 멋있다고 하여서 샘이 조금 났지만저도 여자친구 곁에서 마동석 형님 같은 존재가 되기로 마음 먹었슴둥 영화 재밌게 봤고 후속작도 나왔으면 또 볼게요~ 졸잼탱구~_~,10
범죄도시2,user_9322,"오랜만에 영화관에서 본 영화, 그리고 오랜만에 보는내내 웃었던 영화",10
범죄도시2,user_2641,이터널스에서 기대했던 그 타격감... 지린다 진짜,9
범죄도시2,user_9805,손석구 연기 미쳤고 웃기고 통쾌하고 액션 미쳤음 오랜만에 재밌게 본 영화,10
범죄도시2,user_1773,솔직히 1이 너무 흥행해서 2가 따라갈 수 있을까  싶었는데 괜한 걱정이었음 넘 재밌게 봐씀,10
범죄도시2,user_5199,간만에 친구들과 신나게 보고왔어요~,10
범죄도시2,user_5050,이대로라면 3편은 물론 8편까지 흥행가늘할듯,10
범죄도시2,user_4356,마블리가 장르라는 말도 이젠 옛말 ,6
범죄도시2,user_5071,가볍게 볼만합니다. 유머스럽네욤,2
범죄도시2,user_2686,리뷰 같은거 진짜 안하는데 진짜 재밌게 봄,10
범죄도시2,user_2964,"1보다는 살짝 아쉬움억지로 만들어낸듯한 웃긴대사,말장난들이 생각보다 많이 나와서진지하게 보고싶은데 살짝 흐름을깨서 개인적으로 아쉬웠음1처럼 묵직한 내용에 유머러스함을 8:2로 잡았다면 완벽했을꺼 같다",8
모비우스,user_8592,ㅎㅎㅎ 재밌습니다. 간만에 시간가는줄 모르고 봤음,10
닥터 스트레인지: 대혼돈의 멀티버스,user_2573,음... 음... 음...,6
범죄도시2,user_2386,믿고보는 마동석 꼭 보세여 안보면 바버,10
범죄도시2,user_6539,시간가는줄모르고봄3편기대해봅니다.,10
범죄도시2,user_8471,진짜 재밌다 와...소리가 장난 아님.한번 더 보고 싶다,10
내겐 너무 소중한 너,user_2465,시청각장애에 대해서 간접적으로 알 수 있는 좋은 영화였습니다.진구 배우님과 정서연 배우님의 연기가 훌륭합니다.,7
범죄도시2,user_4375,잼있음 웃기고..심야시간인데 졸린거 없이 볼수있었던 영화,10
범죄도시2,user_2259,진짜 깔깔깔 웃으면서 봤어요ㅋㅋㅋ마동석,10
범죄도시2,user_1264,처음부터 끝까지 1초도 지루할 틈이 없어요 ㅜ 다른배우들도 다 연기 잘하지만 손석구 대박 ..,10
범죄도시2,user_3810,1편을 뛰어넘는 2편이 나온적 없어서 큰 기대 안했는데 정말 재미있게 봤습니다 연기자분들 생활연기 너무 좋았고 무엇보다 악역으로 나오신 손석구님의 재발견이었습니다 한순간도 지루할 틈없이 긴장과 재미의 연속이었습니다 다들 많이 보셨으면 좋겠네요,10
범죄도시2,user_1108,1에서 보여줬던 연기는 어딜갔나?? 손석구 효과외엔 ㅡㅡ,2
범죄도시2,user_5350,진짜 레전드로 재밌음 꼭 봐주세요 1000만 가즈아,10
범죄도시2,user_2630,진짜 시간가는 줄 모르고 봤어요~ 1편이 워낙 강렬해서 어떤 느낌일지 궁금했는데~  2편이 아닌 새로운 영화라고 느낄만큼 손석구씨의 연기가 강렬했어요. 추천합니다~~!!,10
범죄도시2,user_9496,손석구 대박이다..말이 필요없다,10
범죄도시2,user_1862,손석구사랑해....,10
범죄도시2,user_5326,너무너무너무 재밌네요확실한 재미가 보장되는 시리즈인거 같아요3도 고고해주세요,10
범죄도시2,user_9571,액션 안보는데 1도 안보고 2봤는데재미있고 많이 웃었다긴말 필요없다 봐라,10
범죄도시2,user_9146,손석구가 빛나는 영화!!,10
범죄도시2,user_8912,오랜만에 웃는 영화였다. 스토리도 너무 탄탄하고 내용 전개도 너무 좋았다 범죄도시 1 2 둘다 무조건 추천 ,10
범죄도시2,user_8802,뻔한 내용이지만 재미로 본 영화 ! 손석구 배우님 또 다른 매력 짱 !,8
범죄도시2,user_7790,진짜 재밌음.... 강추!!,10
범죄도시2,user_8361,주인공 빼고 모두가 걱정되는 영화,8
극장판 슈타인즈 게이트: 부하영역의 데자뷰,user_7736,씹뜨억하면 화낸다는게 사실인가요?,1
러브 라이브! 선샤인!! 더 스쿨 아이돌 무비 오버 더 레인보우,user_3672,씹뜨억하면 화낸다는게 사실인가요?,1
범죄도시2,user_8445,잼있다!!! 범죄도시2!!!,10
성난황소,user_9626,마동석이 출연한 영화들을 꼬박꼬박 극장가서 챙겨보기 시작한 계기가 된 영화가 바로 이 성난황소 였음. 그냥 주인공이 천하무적으로 혼자서 다 때려잡는 단순한 스토리지만 그게 통쾌하고 단순해서 보기 좋았음. 이 영화도 그런 맥락에서 본다면 제법 볼만한 수작이라고 생각함.,8
범죄도시2,user_7075,마블리는 역시 사랑..코로나 3년가량 유지하면서 본 영화중에 젤 최고  범죄도시3도 나왔으면 좋겠다ㅠㅠ,10
범죄도시2,user_5191,믿고봤는데 역시가 역시.너무재밌게잘봤습니다. 여전한 마동석님♥,10
범죄도시2,user_2550,1편 보다 잔인한거 같은데 왜 15세인가요? 그래도 너무 재미있게 봤습니다~ ,10
범죄도시2,user_4714,스트레스가 쏴~악 풀리는 기분...너무  재미있게 봤습니다...마동석 배우님을 비롯해 범죄도시2 모든 배우님들 늘 응원합니다...시리즈마다 대박 나세요~^^,10
범죄도시2,user_1078,"1편에 이어 2편은 전반적인 흐름과 웃음, 재미 포인트는 비슷한 타이밍에 나오는듯한 느낌이 많이 들었음. 하지만 캐릭터들이 주는 재미가 톡톡튐. 강해상은 특히나 전편의 장첸에 비해 월등한 악역으로 빛남",9
범죄도시2,user_9430,너무재밌다ㅋㅋ 또 보고 싶네요,10
파이트 클럽: 미녀들의 토너먼트,user_3153,뭐야 이영화는?  네이버 검색 개같이 해놨네 핀쳐 파이트글럽 검색할려니 쓰레기가 메인에 뜨네,2
범죄도시2,user_3875,"마형사, 진짜 웃겨 ㅋㅋㅋ손석구님 진짜 광기 잘봤습니다",10
범죄도시2,user_3086,역시마동석 !!!손석구 대박!!,10
신의 한 수,user_5187,아니 결국 도끼질 칼질 할거면서 뭐하러 바둑들은 두고 앉았는거니?,1
범죄도시2,user_6655,형만한 아우 없다...여기 있습니다 형 버금가는 아우 ㅋ,10
범죄도시2,user_3615,무슨 마동석이 주먹쓰면 대포소리가 나냐ㅋㅋ,10
범죄도시2,user_9889,전편보다 재밌는데요? 너무재밋게봤어용,10
범죄도시2,user_3740,아 이영화 해외까지 전파될거같다한국의 맨인블랙 너무재밌어요 한번 더 보고싶을정도임,10
범죄도시2,user_3112,해방일지 기다리기 너무 애타서 구씨보러 다녀왔어요. 악역인데 잔인한데 화면에 구씨 나오면 웃고있는 나는 어쩔 ㅋㅋㅋ. 영화는 지루할틈 없이 재밌습니다.  같이본 다른사람들 너무 재밌었다 하더라구요.  ,10
범죄도시2,user_3633,손석구 그냥 미쳤음 강추,10
"허황옥 3일, 잃어버린 2천 년의 기억",user_1008,서로 다른 연구 분야를 하나의 이야기로 엮는 통찰력이 돋보인다.,6
범죄도시2,user_6448,와..끝나고 나오는데 다리가 넘 후달려서 비틀댐..공포영화 본것 마냥 온몸에 힘을 주고 봤더니..여러번 볼 계획인데 다음에 또 볼때 더 기대되는 그런 영화일 것 같은 생각을 나오는 길에 계속 함..배우분들 너무너무 수고 많으셨고 스텝분들의 관객을 생각하는 그 마음이 정말 많이 느껴졌어요. 참 오랜만에 잘 보고나온 한국영화였습니다. 감사합니다~한국영화 다시 또 화이팅!!,10
주먹왕 랄프 2: 인터넷 속으로,user_7601,어떻게 이런 영화를 만들지...상상력이대단..충격이다..,10
범죄도시2,user_6726,아 18일 여자친구랑 보고왔는데 진짜 재밌었어요 몰입감도 쩔고 초반부터 지루한부분이 단 한군데도없고 중간중간 개그포인트도 넘웃기고 ㅋㅋㅋ 시리즈 계속나왔으면 하네요 다른사람들 말처럼 한국영화 속편에 실망안한건 첨인거같아요.. 이대로만 만들어주세요 시리즈 다보러갈게요,10
범죄도시2,user_2751,누가 5야 ? 저도 순간 고민했습니다,10
범죄도시2,user_3853,2시간 정도를 옆 사람들과 실컷 웃고 왔습니다 ,10
범죄도시2,user_8553,느무 재밌게 봤어요.마동석만 할수있는 캐릭터예요. 특히 근육돼지의 잔잔바리 개그 ? ^^취향저격.  ,10
범죄도시2,user_3356,못참구 프리미어상영 첫날 첫타임 보구와써여 이런 현실배경의 피튀기는 스토리는 못보는지라 우주나 역사적 사실을 믹스한 타임슬립물을 선호하는데 최애국인 베트남이 배경이란 얘길 언뜻 듣고 보게 되써영 옆에 커플도 저기 아는데라며 ㅎㅎ 배경되는 베트남의 수사권을 존중하면서 한국식 수사방법도 좋았고요 영사관역할하신 이주원 배우분이 눈에 들어오던데 진짜 직원인가라는 생각이 들정도로 자연스러웠거든여 내 서타일ㅋㅋㅋㅋ ㅎㅎ 아 글구 허동원 배우님이 이 영화에 대한 사랑이 엄청 나신게 느껴져요 sns 포스팅에 직접 코멘트도 달아주시고~코로나 이후로 거의 첫영화였어요!!! 주변에 하도 재밌다고 꼭 보라구 말하고 다녀서 볼테니까 그만 말하라는 말까지 들었다니까용 그럼 여기까징 /// 매너가 구같네 ㅋㅋㅋㄱ ,10
범죄도시2,user_9068," 어떤 영화든 시즌2는 재미가 없어요,재밌을 거란 기대에 고민을 많이 한 흔적이 많아요.별 3개는 연기하느라 고생하셨어요.",6
범죄도시2,user_9034,기대안했는데씹존잼였음,10
범죄도시2,user_8808,손석구 정말 연기 미쳤다 ,10
범죄도시2,user_2862,기대안하고봤는데 너무 재밌었어요! 손석구배우 연기 장난아님ㅋㅋ 또 보고싶어요!,10
닥터 스트레인지: 대혼돈의 멀티버스,user_1753,완다가 너무 무서웡.ㅜ,10
범죄도시2,user_9181,조연들의 연기가 빛남.  웃음포인트 ㅋㅋ마동석은 말해무엇?!  심쿵심쿵,9
범죄도시2,user_8572,전작을 뛰어넘는 올해최고의 영화가 나온거같다~최고의 연기력 인정 손석구~사이다액션 마블리~지루함하나없는 영화다~3편도 나와주길 꼭 바라게됨~!!ㄹㅇ ㅇㅈ,10
범죄도시2,user_2664,범죄도시 범죄도시 범죄도시,4
범죄도시2,user_4285,장이수 ㅋ 정말 ㅋ 간만에 신나게웃는 영화네요 ,10
범죄도시2,user_1762,재밌게 잘 보고 왔습니다 ,10
범죄도시2,user_9539,손석구 연기 엄청나다멜로말고 이런게 가능하구나진짜 넘 무섭고 스릴 넘치고.. 이게 19세가 아니였다니,10
범죄도시2,user_3340,1편 2편 비교하기 어려울정도로 둘다 그냥 너무 재밌었어요! 그냥 아주 시원하게 때려버려서 대리 통쾌ㅎ 3편 4편 계속 나와도 다 재밌을 것 같다는 생각을 했네요ㅋㅋㅋ어우 또보러가야지,10
범죄도시2,user_1514,"ㅠㅠㅠ 1보다 재밌다고 하는데 1은 1만의 매력이 있고,2는 2만의 매력이 있다두번 또 보고싶은 영화",10
라야와 마지막 드래곤,user_9329,그래픽은 좋다만 많은 배신자중에 처단하는 놈이 없다,5
범죄도시2,user_4413,개인적으론 1편이 더 재밌었다고 보지만괜찮은 후속작이라고 생각함.구씨 분량 더 많았으면 좋았을듯. 멋진 구씨.,8
범죄도시2,user_3588,나름 무난한수준. 아쉬운점은 어차피 마동석한테 잡힐 운명인데 추격씬이 너무 김.. 그리고 음문석 일당을 궂이 넣었어야했나 싶네..,8
이터널 선샤인,user_8664,"기억을 지울때는 나쁜감정만 남았었지만, 기억을 지우는 과정에 추억을 되살려보니 그만큼 소중한 존재였음을...서로가 모르는 상태지만 기억이 아닌 감정으로 서로가 이끌리는 것이 진짜 인연임을..정말 사랑하는 사람이라면 어떤 단점도 모두 Okay 하나면 되는 것.. 이런게 사랑이라는 것을 깨닫게 되네요.",10
범죄도시2,user_2152,뻔한 클리셰의 재미있는 영화,10
범죄도시2,user_1097,2탄이라서 솔직히 기대 안했는데 1탄보다 더 재밌고 스릴넘치고 그냥 미쳤어요 꼭 보세요ㅠ 배우분들 연기력도 진짜 최고 엄빠찬스 한 번 더 쓰고 또 보러 가고 싶을 정도로 재밌어요!! ,10
"아치의 노래, 정태춘",user_1967, 여운이 남는 영화마음이 치유되는 느낌노래의 새로운 발견...,10
범죄도시2,user_1763,"잔인하기 위해 만들어진 한국영화, 그냥 범죄도시 2",4
범죄도시2,user_2658,잘봤어요 ㅎㅎㅎ 손석구 연기력 오졌따리 ,10
닥터 스트레인지: 대혼돈의 멀티버스,user_2872,글쎄.. 이번은 호불호가 갈릴듯...,6
사이버 지옥: N번방을 무너뜨려라,user_5254,"보는 내내 마음이 먹먹해 지네요. 끝까지 취재해 주신 언론사, 추적단불꽃, 경찰분들 정말 고생 많으셨습니다.그리고 n번방 피해자 분들의 잘못이 아니라는 말을 해주고 싶어요 ㅠㅠ 연출이 잘 되어 있어 처음부터 끝까지 몰입해서 봤습니다. 짐승만도 못한 것들이 반드시 응당한 처벌을 받길 바랍니다. ",10
범죄도시2,user_9240,이거 결말이 마지막에 손석구가 한국 가서 회장 납치해서 회장 마누라가 동석이 형 한테 신고하고 그 자리에서 손석구가 회장 마누라 한테 전화해서 손석구가 회장 마누라 전화해서 회장 마누라가 손속구 한테 돈이랑 남편이랑 교환 하자고 했음 그 다음 교환 하는 당일 날 장이수는 회장 마누라 태우고 추격전이 펼쳐졌고 장이수는 지하주차장에서 회장 마누라 내려주고  돈 가방 들고 항구로 도망갔다가 손석구 한테 들켜서 다시  돈 가방 뺏기고 손석구는 돈 가방 들고 버스 타고 가다가 결국엔 동석이 형 한테 걸려서 뒤지게 쳐맞고 그대로 Game Over~,7
범죄도시2,user_6150,동석이형 리버샷 개찰짐마지막 버스씬 너무 시원하다,10
범죄도시2,user_9545,후..쉬원하다 쉬원해 저녁 10시 영화봐도 전혀 안피곤합니다 마동석 최고,10
범죄도시2,user_3161,손석구 악역 개지리네 오우,10
범죄도시2,user_6628,마형님 진짜 너무 사랑해용ㅎㅎ,10
조제,user_8768,지루하다 근데 이런 느낌의 지루함이라면 참을 수 있다 원작을 국내 감성으로 잘버무렸다 사랑과 현실 사이의 불일치로 아파하는 그러나 어쩔 수 없는 남여 주인공을 연기 및 영상미로 잘 표현했다 ,9
닥터 스트레인지: 대혼돈의 멀티버스,user_8032,후기가 안좋아서 고민이라면 가서 보세요. 미루다가 관람했지만 마블만한 게 아직 없는 듯,9
범죄도시2,user_2626,1편보다 더 재밌게봤어여!!!피곤한몸끌고 개봉날 보러갔는데 지루할틈 1도없어 오늘하루중 가장 즐거웠던...! 하하...고민고민하지마시구 일단 보세여!!,10
범죄도시2,user_5927, 너무 너무 잼있게 잘 봤습니다~~^^이렇게 행복하게 볼수있는 영화를 만들어 줘서 감사합니다~~굿이예요,10
닥터 스트레인지: 대혼돈의 멀티버스,user_3538,재미있었다구,8
범죄도시2,user_8036,오랜만에 재밌는 영화 봤어요 ㅡ배우들 연기력에 저절로 몰입해서 봤네요 강추입니다,10
범죄도시2,user_3985,요 근래 극장에서 본 연화들 중에 정말 오랜만에 무지하게 재미나게 봄! ,9
범죄도시2,user_5032,가족이랑 너무재밌게봤어요!!!~ 스트레스 풀릴정도로 너무시원한 액션이였어요 잔인하긴하지만 웃긴장면도 너무많고 부모님도 엄청 웃으면서 재밌게 봤어요! ,10
범죄도시2,user_2469,역시 마동석 액션 연기지!! 대박대박♡이러니 마동석 팬이 되지 ㅋㅋ코로나 이후로 영화관 안 갔었는데 범죄도시2 나왔다는 소식에 몇년만에 영화관에 가서 관람했네요 -,10
닥터 스트레인지: 대혼돈의 멀티버스,user_6934,개노잼ㅋㅋㅋㅋ 마블은 엔드게임 이후로 나락,1
범죄도시2,user_1766,너무 재밌어요꼭 보세요^^ 오랫만에 스트레스긴 확 풀리네요출연자들 한분 한분 다 연기 잘하시고 시나리오도 좋고 연출력도 짱입니다꼭 보세요,10
범죄도시2,user_5821,개재밌음ㅋㅋㅋㅋ! 최근에 영화 보면서 안 존 영화 처음임,10
범죄도시2,user_1968,1편도 재미있다 생각했는데 개인적으로 여태껏 본영화 중에 2편이 더 재미있던건 처음 이었다 굿,8
범죄도시2,user_7956,1편보다 재밌었어요! 손석구 배우는 작품마다 정말 연기력으로 심하게 감동주네요..다른 레벨의 악역이었어요. 사랑합니다.ㅠㅠ,10
범죄도시2,user_2316,기대이상 무조건봐야댐,10
범죄도시2,user_5666,다음 빌런은요 ?너무 재미있게 잘 봤습니다,10
범죄도시2,user_5717,넘나 재밋는거 손석구씨 연기 최고,10
범죄도시2,user_3786,설정오류1. 그렇게 칼로 사람 쑤시는데 방검복도 안입는 경찰2. 연쇄살인 흉악범 잡는데 총도 안들고 아님3. 대차게 칼 맞고 며칠만에 선두 먹은듯 완전 회복그럼에도 불구하고 킬링타임용으로는 괜찮음빌런이 장첸만큼의 카리스마가 없음. 연기는 괜찮았음제작진의 연출력이 부족한듯,6
범죄도시2,user_1055,손석구 배우님 연기 너무 무섭고 좋았어요ㅠㅠ,10
분노의 질주: 더 얼티메이트,user_6094,한국 막장드라마의 영향을 받은 중국자본으로  만든거  같은 영화,4
범죄도시2,user_5673,한국의 히어로 영화 믿고보는 탑배우 마블링~~,10
범죄도시2,user_5991,걍 진짜 3번봐도 안지루할듯 진짜 너무 재밌게봤음,10
범죄도시2,user_6984,이건 꼭 봐라 너무 재미있어 안 보면 후회해 100글자 언제 쓰냐 범죄도시 화이팅 동석이형 멋져요 손석구님 멋져요 이수형도 멋지고 반장님더 멋져요 이제 그만 쓰고 싶어요 스포 할 거 같아요,10
범죄도시2,user_7722,극장에서 본 내가 참 자랑스럽다.  개꿀잼,10
범죄도시2,user_7466,진짜 지루할 틈이 없었던 영화입니다,10
범죄도시2,user_9364,진짜 재밋음 연기들 다 최고 너무 재밌어요,10
범죄도시2,user_5556,킬링타임용으론 최고! 마동석으로 시작해서 마동석으로 끝나는 개꿀잼 액션임.. 범죄도시는 시즌제로 해서 계속나와도 재밌을듯ㅎ사실 아저씨처럼 단독액션이면 조금 질릴수있는데경찰 액션물이라서 스토리도 좋고 믿고보는 마동석이라 더굿잼!,9
그랜 토리노,user_4120,잔잔한 여운이 오래갈 거 같다. 클린트이스트우드라는 명 배우. 이런 영화를 보게해줘서 감사하다.,10
범죄도시2,user_2062,그냥 작정하고 한국영화 하나 만들었구나 싶음,10
기생충,user_8546,Good^^? 스토리 연기 일품,10
기생충,user_5615,Good^^? 스토리 연기 일품,10
범죄도시2,user_7818,와 처음부터 끝까지 지루할 틈이 없었던 영화.몰입도가 장난아니었고 배우분들 연기가 최고입니다:-) 너무 고생하셨다는 말씀드리고 싶고 좋은 영화 만들어주셔서 감사합니다!!,10
범죄도시2,user_7524,오랜만에. . 팝콘무비. .진짜팝콘먹으면서. .사람들도 많고. . 마동석이라서 가능한유머코드. .잼나게 보고 왔어요. .,9
범죄도시2,user_3242,마블히어로 같은 마동석 ♡,10
범죄도시2,user_8579,1편이 너무 흥행해서~  걱정하구 기대 안하구봤는데~  완존 대박~  꼭보시길~  넘 잼있어여~  잔인한건 줄구 코믹은 증가~  스토리도좋구여~  ,10
범죄도시2,user_2308,아 그냥 믿고보는 마동석ㅠㅠㅠ그냥 배우분들이 진짜 다들 연기를 너무 찰떡같이 소화해내셔서 지루할틈도 없었어요ㅠㅠㅠ동석오빠 너므너무 귀여움ㅜㅜㅜ또 보러가야징,10
범죄도시2,user_8103,믿고 보는 마동석 배우님 영화라기대하고 갔는데 역시 실망시키지 않았어요! 얼마 안 본 것 같은데 1시간 순삭!액션은 물론이고 적당한 유머까지 좋았습니다!다만 제가 손석구 배우님에게 홀딱 빠져있어서 그런지 악역임에도 불구하고자꾸 멋있게 보여서 최대한 스토리에집중하려고 노력했어요ㅎㅎ,10
범죄도시2,user_3505,진짜 내가 맞다죽을거같은 느낌ㅋㅋㅋ동석이오빠 짱짱구씨 상반신에 뿅갔네요,10
범죄도시2,user_9279,잼남 꼭보삼 진짜잼남 ㅎㅎ,10
더 배트맨,user_7317,"드린 시간에 비해, 드린 돈에 비해 아쉬움이 많은 영화다.아무리 박쥐라지만 영화를 시청하기엔 불편할 정도로 시종일관 너무 어둡고그래서 그런지 잠이 쏟아져서 너무 힘들었다.",5
범죄도시2,user_6265, 1보다 재밌는게 말이되나여??진심 ㅋㅋㅋㅋ명장면 많고 웃긴장면도 많곸ㅋㅋㅋ감탄해씀 누구의 머릿속에서 나온아이디어인짘ㅋㅋ특히 에스컬레이터 씬ㅋㅋㅋㅋ그냥 보세여!!밑에 누가 킬링타임용이라고 적었던데 장난하나요..긴장감에 웃긴장면에 지루할 틈이 없습니다 ..마블리 너무 사랑스럽고ㅠㅠ손석구님 눈빛 살벌...영화 속 인물이지만 마주칠까 무서웠다..배우분들 연기 왜케 잘하나요 형사님들 2에서 보니까 이젠 다들 실제 인물 같아욬ㅋ 감독님 3편 기대 해도 되죠....?꼭 만들어주세요 기다릴꺼에요ㅜ,10
우연과 상상,user_6842,상영관에서 저 혼자 보고 왔습니다. 영화가 장난이 아니네요. 하마구치 감독의 다음 작품을 지금 기대하지 않습니다. 지금은 다만 이 영화의 모든 대사를 다 외울 때까지 계속 또 보고 싶습니다.,10
어른들은 몰라요,user_8329,뭐지.. 뭐야..  뭔데..  왜? 으.. 뭘얘기하려고했던거지? 먹이사슬? 모르겠는...영화,2
범죄도시2,user_6085,기대치에는 못미쳤지만 킬링타임으로는 나쁘지않음 그리고 마동석을 제외한 다른 배우들 비중이 아예 없어서 다음에 만들때 이부분을 고려해줬으면 좋겠음 ,8
인 비트윈,user_9482,2022년판 사랑과영혼 깊은 울림과 잔잔한 여운을 남겨준 영화후회하지 말고 마음껏 사랑하세요,10
범죄도시2,user_3291,손석구 당신은 진정,10
범죄도시2,user_3679,너무너 재밌었네용 ㅎㅎㅎㅎ,10
신비한 동물들과 덤블도어의 비밀,user_6035,2편보단 훨씬 낫다.. 하지만 스토리가 역시 빈약하고.. 마무리는 잘한 것 같다. 그리고 이번 편은 동물들이 별로 출연하지 않는다ㅜㅜ 귀여운 거 많이 보고 싶다구영,7
범죄도시2,user_5835,시간 가는줄도 모르고 재밌게 봤어요.마동석님은 진짜 형사해도 될거같아요~!속이 다 후련 ㅎㅎ ,10
나쁜 녀석들: 더 무비,user_7059,원작인 드라마를 아예 모르고 본다면 마동석표 영화로 괜찮다고 볼 수 있어요. 하지만 드라마와 연결되는 연장선상에서 본다면 몇몇 주요 인물들이 거의 카메오 수준에 포커스가 너무 마동석 캐릭터에 몰빵이 되버린 케이스라고 볼 수 있습니다. 그래도 개인적으로는 이만하면 볼만하다고 생각합니다.,9
닥터 스트레인지: 대혼돈의 멀티버스,user_3353,닥터스트레인지 1 안보고 갔는데 좋았음 마법CG쓰는 영화는 배우가 연기 못하면 뻘쭘할듯 여긴 다들 연기잘함ㅇㅇ 마법쓸때마다 음악이 좋았음,10
범죄도시2,user_6223,액션 시원시원하고 공기비중 되는 인물 없이 깔끔한 편집으로 진행되는 속 뻥뚫리는 사이다같은 영화였습니다. 동석이형 주먹날릴 때마다 터지는 대포알같은 타격감이 백미라고 할 수 있겠네요 ^^,9
범죄도시2,user_6827,감동에 높음?이 어울리지 않을수도 있지만 솔직히 보통을 선택하고 싶지 않아요장첸을 능가할수 있을까?하는 의문을 가진게 손석구  배우에게 미안했어요잔인하지만 참혹하지만 그럴걸 알고 봐야하는 영화겠죠?잘 봤습니다^^,10
범죄도시2,user_1076,굿입니다 진짜 엄청 재밌음,10
범죄도시2,user_4914,마블리때리는소리 진짜 대포소리다,10
범죄도시2,user_1333,봤던거 같은데도 재미있음 ㅋ,10
포커스,user_3000,날 믿어라. 이건 내 인생 다섯 손가락 안의 개 쓰레기 영화다. 평점 1점.,10
범죄도시2,user_9352,1편이 좀더 매끄러웠던거같긴해요 대사나 연출이..초반 억지개그 대사가 지속되어서 좀 별로였지만석구님의 액션과 색다른 악역연기를 보아서 재밌었습니다영웅 마석두!!시리즈로 잊을만할때 개봉하면 좋을듯ㅋㅋㅋㅋ 악역만 계속바꿔서!!,8
범죄도시2,user_8617,영화 끝나고 집에 왔는데 아직 영화관에 머물러 있는 거 같음… 진짜 최고였다 연출 연기 다 상영 내내 다들 엄청 웃으심 특히 손석구님은 보통이 아님 연기 하시면서 눈 돌아가는 거 보고 쫄았어요,10
범죄도시2,user_8884,제대로 된 대중상업영화. 맞고 때리는 사운드가 최대 장점,7
범죄도시2,user_5146,꾸르르르르잼 ㅋㅋㅋㅋ장챈에 비해 아쉬웠지만 마동석 꾸르르르잼이구용,10
사이버 지옥: N번방을 무너뜨려라,user_1545,"조주빈 강훈 이원호 문형욱 안승진 남경읍 오거돈 정준영 이재명 박원순 안희정 승리 등등 모든 성범죄자랑 조선족들은 평생 감옥에 쳐박아야함 ㄹㅇ 심지어 현재까지도 N번방 사건을 옹호하는 루리웹, 클리앙 등 쓰레기 페도필리아 커뮤니티도 막아야한다.",10
범죄도시2,user_6866,1편을 뛰어넘는 영화는 공공의적 이후로 처음인것같습니다ㅋ 기대한 보람이 있는듯진짜 마동석이 마동석했습니다!!!! 3편 4편 계속 나와주세요!!!! 아우 속시원해ㅋㅋㅋ,10
범죄도시2,user_2201,원보다 재밌는 투 첨봄 …,10
범죄도시2,user_9023, 평점보지말고 보세여 걍 재밌음 ㅋㅋ10점 만점에 100점 이요,10
범죄도시2,user_7835,"악역의 임팩트는 장첸이 더 강하지만 전편보다 유머러스하고 좀 더 가볍습니다, 액션도 호쾌하고요. 존잼",10
범죄도시2,user_4588,보면서 입이 벌어진 게 아직도 안 다물어져요 손석구. 범죄자여도 용서할 수 있어.. ,10
